p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	cellline
DTL	1.13695508728452e-18	0.128701656444843	0.61	0.566	2.84329728228113e-14	A	DTL	mb231
CCAR1	1.15850381393312e-18	0.104767750228932	0.854	0.835	2.89718633788394e-14	A	CCAR1	mb231
PCNX1	2.59994817543214e-18	0.11149485234525	0.797	0.779	6.50195039712069e-14	A	PCNX1	mb231
GTPBP4	2.8770770195025e-18	0.117398483084986	0.709	0.684	7.19499421037185e-14	A	GTPBP4	mb231
TRIM33	3.3578202583974e-18	0.119163668837065	0.758	0.74	8.39723690220022e-14	A	TRIM33	mb231
PRKAR2A	4.94540265195269e-18	0.164911576629596	0.613	0.589	1.23674629520033e-13	A	PRKAR2A	mb231
SEC63	6.51725964773988e-18	0.133936178011708	0.722	0.705	1.62983629270679e-13	A	SEC63	mb231
UBA6	7.45826478126885e-18	0.107697416344641	0.819	0.803	1.86516285649971e-13	A	UBA6	mb231
FKBP1A	1.10773468061767e-17	0.109164596403181	0.817	0.803	2.77022288928867e-13	A	FKBP1A	mb231
MTOR	1.56687911770423e-17	0.152350314080988	0.635	0.613	3.91845129755475e-13	A	MTOR	mb231
ARHGEF10	2.67724960241377e-17	0.133579252769176	0.69	0.673	6.69526580571637e-13	A	ARHGEF10	mb231
SMURF1	3.20531366852677e-17	0.104692721643931	0.811	0.799	8.01584842225173e-13	A	SMURF1	mb231
BTBD10	3.70775142579683e-17	0.134578428803989	0.648	0.622	9.27234476563272e-13	A	BTBD10	mb231
CHD9	4.38254893128271e-17	0.106025408806596	0.827	0.809	1.09598783673518e-12	A	CHD9	mb231
GTF2I	4.46366838805602e-17	0.122502586840496	0.69	0.67	1.11627419048505e-12	A	GTF2I	mb231
PALS1	1.00996829907668e-16	0.105555045272197	0.801	0.787	2.52572872233096e-12	A	PALS1	mb231
KPNA4	1.30053748472149e-16	0.130888309837576	0.691	0.668	3.25238414179151e-12	A	KPNA4	mb231
AGO3	2.03530363696031e-16	0.128380602153204	0.692	0.672	5.08988733531034e-12	A	AGO3	mb231
SCARB2	3.04238052118536e-16	0.156079990054303	0.609	0.591	7.60838520738035e-12	A	SCARB2	mb231
KIF11	3.30610086023874e-16	0.10635914473594	0.758	0.738	8.26789703128503e-12	A	KIF11	mb231
HSDL2	3.4915047820444e-16	0.12733221449023	0.726	0.708	8.73155515893663e-12	A	HSDL2	mb231
SELENOF	4.35769867798888e-16	0.116807625940179	0.753	0.745	1.08977328539146e-11	A	SELENOF	mb231
BAZ2A	5.15030522550205e-16	0.123864725806381	0.698	0.681	1.28798833079355e-11	A	BAZ2A	mb231
OPA1	6.36042160588792e-16	0.113632372922098	0.784	0.767	1.59061423520045e-11	A	OPA1	mb231
KRIT1	7.09736356279886e-16	0.135338010578648	0.7	0.683	1.77490867978474e-11	A	KRIT1	mb231
DCAF6	1.1605001462284e-15	0.117292797695474	0.714	0.693	2.90217876568797e-11	A	DCAF6	mb231
UBAC2	1.28053697018152e-15	0.165447944036114	0.629	0.607	3.20236685502994e-11	A	UBAC2	mb231
MBD5	1.31010637113758e-15	0.112647606120926	0.813	0.796	3.27631401294086e-11	A	MBD5	mb231
PTCD3	2.01877901735126e-15	0.106604944764579	0.774	0.753	5.04856256659203e-11	A	PTCD3	mb231
ZC3H15	3.05231006733868e-15	0.12948063411293	0.675	0.653	7.63321701640057e-11	A	ZC3H15	mb231
CKAP2	3.51045273298514e-15	0.138291578720986	0.631	0.606	8.77894019464924e-11	A	CKAP2	mb231
TBC1D22A	4.39906971042037e-15	0.10704806440857	0.775	0.761	1.10011935318193e-10	A	TBC1D22A	mb231
DNAJB1	4.71793006225039e-15	0.140692730232366	0.617	0.598	1.17985994996758e-10	A	DNAJB1	mb231
ZNF106	9.37020624290938e-15	0.126637488272286	0.684	0.668	2.34330117722678e-10	A	ZNF106	mb231
AKAP11	1.02654782318852e-14	0.140263509299985	0.624	0.602	2.56719079622986e-10	A	AKAP11	mb231
GPSM2	1.11058355609179e-14	0.12122060325522	0.63	0.607	2.77734735707435e-10	A	GPSM2	mb231
CTDSPL2	1.47379086231184e-14	0.124041913116543	0.674	0.655	3.68565618846945e-10	A	CTDSPL2	mb231
SNAPC1	1.49317375853635e-14	0.104852464080281	0.695	0.679	3.73412893534771e-10	A	SNAPC1	mb231
ZMYM1	1.96487304948744e-14	0.138905045504673	0.626	0.607	4.91375452215819e-10	A	ZMYM1	mb231
GLRX3	2.49002546773522e-14	0.1241981300128	0.667	0.649	6.22705568971223e-10	A	GLRX3	mb231
SLC39A10	2.51607367127148e-14	0.112586329802654	0.668	0.644	6.29219703711573e-10	A	SLC39A10	mb231
NAA35	2.52906041943913e-14	0.139421479730497	0.625	0.609	6.32467429693337e-10	A	NAA35	mb231
SRP9	3.30738803519164e-14	0.105089057475452	0.759	0.741	8.27111599840724e-10	A	SRP9	mb231
EPC1	3.32394000697289e-14	0.1418961063702	0.614	0.593	8.31250916943781e-10	A	EPC1	mb231
USP22	6.83386864232656e-14	0.106469036157534	0.715	0.695	1.70901387007303e-09	A	USP22	mb231
ARMH4	2.09840919473897e-13	0.109948416225394	0.702	0.682	5.24770171420322e-09	A	ARMH4	mb231
CMPK1	2.31765891769676e-13	0.110569362571972	0.702	0.688	5.79600142137606e-09	A	CMPK1	mb231
U2AF2	2.59832657886683e-13	0.115845125242729	0.666	0.65	6.49789510843017e-09	A	U2AF2	mb231
MED1	2.6089727127694e-13	0.124700214932483	0.636	0.619	6.5245189600937e-09	A	MED1	mb231
CYCS	2.61920628995261e-13	0.106349078541167	0.771	0.76	6.55011108991348e-09	A	CYCS	mb231
MAN1A2	2.38417566606525e-12	0.104767511424094	0.666	0.653	5.96234650569597e-08	A	MAN1A2	mb231
EPHB2	3.23921373105713e-12	0.120889515654334	0.655	0.632	8.10062569862767e-08	A	EPHB2	mb231
SDAD1	4.84939819973094e-12	0.111613636904551	0.668	0.652	1.21273750178871e-07	A	SDAD1	mb231
TM9SF2	9.98118303289578e-12	0.116317656065669	0.682	0.672	2.49609425286658e-07	A	TM9SF2	mb231
BCAP29	2.09751561665299e-11	0.114704308861824	0.639	0.627	5.24546705412579e-07	A	BCAP29	mb231
ZHX3	4.69685109357009e-11	0.113854792620361	0.694	0.679	1.17458852148001e-06	A	ZHX3	mb231
CKAP2L	1.00139811625625e-10	0.114693251054995	0.602	0.578	2.50429640913363e-06	A	CKAP2L	mb231
IBTK	1.14580384691274e-10	0.109219026483004	0.702	0.693	2.86542626035939e-06	A	IBTK	mb231
CGGBP1	6.41920425379515e-10	0.112196923937172	0.606	0.593	1.60531459978909e-05	A	CGGBP1	mb231
SRSF6	7.61325485707707e-10	0.101143754789099	0.742	0.736	1.90392277465783e-05	A	SRSF6	mb231
HTT	1.10838906215688e-09	0.10371379174382	0.649	0.634	2.77185936664191e-05	A	HTT	mb231
ILF2	3.18913950067982e-09	0.112074435897515	0.606	0.594	7.97540006330011e-05	A	ILF2	mb231
RNF168	6.90611394610596e-08	0.104547274786914	0.62	0.612	0.00172708097564218	A	RNF168	mb231
WDFY1	2.34893294388521e-07	0.104068926283877	0.623	0.614	0.00587421150606813	A	WDFY1	mb231
TNS4	0	1.74463384239936	0.613	0.264	0	B	TNS4	mb231
ADGRF5	0	1.3076885121071	0.67	0.46	0	B	ADGRF5	mb231
MAP7D3	0	1.29918074088907	0.653	0.455	0	B	MAP7D3	mb231
EHF	0	1.04751416545106	0.656	0.46	0	B	EHF	mb231
RBM41	0	1.08284917622699	0.64	0.454	0	B	RBM41	mb231
ALG13	0	0.958045549602384	0.648	0.48	0	B	ALG13	mb231
ACSL4	0	1.03448679758655	0.832	0.664	0	B	ACSL4	mb231
SLC25A5	0	1.03339135214064	0.754	0.589	0	B	SLC25A5	mb231
SPRY4	0	0.93262022952106	0.751	0.587	0	B	SPRY4	mb231
VEGFA	0	1.15414546632643	0.623	0.459	0	B	VEGFA	mb231
LAMP2	0	0.973279369475526	0.783	0.622	0	B	LAMP2	mb231
ENSG00000250697	0	0.993921787541644	0.676	0.518	0	B	ENSG00000250697	mb231
LPAR11	0	0.916185229954236	0.715	0.559	0	B	LPAR1	mb231
PLS3	0	0.880898622536768	0.749	0.607	0	B	PLS3	mb231
DANT2	0	0.994060070295069	0.736	0.595	0	B	DANT2	mb231
RPS4X	0	0.871731789562392	0.825	0.684	0	B	RPS4X	mb231
MAMLD1	0	1.06597245091187	0.854	0.716	0	B	MAMLD1	mb231
ERRFI1	0	1.1641335468775	0.887	0.751	0	B	ERRFI1	mb231
DIAPH2	0	0.900230574518818	0.733	0.606	0	B	DIAPH2	mb231
STAG2	0	0.786646417455998	0.757	0.633	0	B	STAG2	mb231
KLHL4	0	0.874271795403105	0.76	0.636	0	B	KLHL4	mb231
MORF4L2	0	0.84088594124062	0.864	0.746	0	B	MORF4L2	mb231
RPL10	0	0.762020544265211	0.769	0.652	0	B	RPL10	mb231
PGK1	0	0.796975135594695	0.91	0.812	0	B	PGK1	mb231
THOC2	0	0.8241831901033	0.911	0.817	0	B	THOC2	mb231
RBM3	0	0.675052347996633	0.86	0.766	0	B	RBM3	mb231
SYNJ2	0	0.764852984458825	0.885	0.797	0	B	SYNJ2	mb231
NONO	0	0.643840187752812	0.873	0.789	0	B	NONO	mb231
ATRX	0	0.703587532258548	0.928	0.845	0	B	ATRX	mb231
FTX	0	0.68000124134675	0.901	0.821	0	B	FTX	mb231
NRP11	0	0.794680336666832	0.977	0.897	0	B	NRP1	mb231
NT5E	0	0.642800110227691	0.891	0.812	0	B	NT5E	mb231
EMP1	0	0.627890929919916	0.896	0.824	0	B	EMP1	mb231
S100A6	0	0.812646610591576	0.968	0.912	0	B	S100A6	mb231
MIR100HG	0	0.723730104825931	0.948	0.892	0	B	MIR100HG	mb231
DLC1	0	0.761398693911944	0.867	0.813	0	B	DLC1	mb231
FAT1	0	0.757577390831992	0.972	0.931	0	B	FAT1	mb231
FLNA	0	0.733675420414531	0.984	0.954	0	B	FLNA	mb231
ANXA5	0	0.559198834049266	0.929	0.901	0	B	ANXA5	mb231
MIR222HG	0	0.68327872842698	0.987	0.965	0	B	MIR222HG	mb231
DCBLD2	0	0.50668480973955	0.976	0.96	0	B	DCBLD2	mb231
ENO1	0	0.427447292233773	0.998	0.994	0	B	ENO1	mb231
GAPDH1	0	0.353944882137962	0.995	0.993	0	B	GAPDH	mb231
SMURF2	8.84063674447946e-305	0.535311368472164	0.959	0.938	2.21086643705942e-300	B	SMURF2	mb231
PSD3	1.67773439321345e-303	0.641138840861083	0.919	0.881	4.19567817054819e-299	B	PSD3	mb231
HDAC8	3.62948449174516e-298	0.699533549934364	0.789	0.69	9.0766148169563e-294	B	HDAC8	mb231
HMGA21	3.94447003336953e-297	0.556901348679235	0.96	0.925	9.86433065945051e-293	B	HMGA2	mb231
PTTG1IP	2.22753666384889e-293	0.579645333321229	0.908	0.886	5.57062368895331e-289	B	PTTG1IP	mb231
LINC00511	4.44481340585289e-289	0.808786145432604	0.766	0.672	1.11155893653569e-284	B	LINC00511	mb231
ELL2	9.253377097405e-288	0.82296070406908	0.699	0.571	2.31408454451904e-283	B	ELL2	mb231
ITGB11	1.1587115863539e-277	0.308740099130015	0.996	0.993	2.89770593515384e-273	B	ITGB1	mb231
SMS	4.87557389087409e-274	0.621316473229187	0.81	0.724	1.21928351862979e-269	B	SMS	mb231
ATP1A1	5.12948098776361e-266	0.481627398547266	0.944	0.923	1.28278060541992e-261	B	ATP1A1	mb231
CTSD1	1.51055025830099e-264	0.466434192217199	0.96	0.944	3.7775840859591e-260	B	CTSD	mb231
SDK1	2.90640022538083e-264	0.824073115252607	0.7	0.567	7.26832568363238e-260	B	SDK1	mb231
LINC027421	1.48305502719658e-260	0.432813955412044	0.977	0.936	3.7088240120132e-256	B	LINC02742	mb231
TIMP2	1.30675827793649e-251	0.545278442783488	0.872	0.826	3.26794110146359e-247	B	TIMP2	mb231
TANC2	3.93775845745966e-248	0.452903752807559	0.948	0.929	9.84754635041513e-244	B	TANC2	mb231
JPX	4.06446496307402e-247	0.624969966070274	0.761	0.656	1.01644139796555e-242	B	JPX	mb231
ARHGAP29	9.98641892382666e-237	0.530385808290873	0.902	0.859	2.49740364447057e-232	B	ARHGAP29	mb231
HIVEP3	1.39140695841044e-235	0.51629886021897	0.943	0.921	3.47963052159284e-231	B	HIVEP3	mb231
LOXL2	9.70890383758403e-229	0.528752919047526	0.877	0.843	2.42800267170301e-224	B	LOXL2	mb231
PLAU	1.86491120041329e-227	0.837948924816702	0.711	0.619	4.66376992999357e-223	B	PLAU	mb231
MORC4	1.0100033650709e-222	0.711719112012737	0.804	0.743	2.52581641536932e-218	B	MORC4	mb231
ATF7IP	1.24360299135324e-220	0.549167360265753	0.833	0.784	3.11000236077618e-216	B	ATF7IP	mb231
TIMP1	1.45789287712172e-214	0.732835678030984	0.621	0.495	3.64589850710599e-210	B	TIMP1	mb231
VCL1	3.31469226350947e-210	0.330632388784105	0.97	0.959	8.28938241258447e-206	B	VCL	mb231
DUSP41	9.87121375449733e-205	0.428983062889176	0.897	0.8	2.46859313572469e-200	B	DUSP4	mb231
ANTXR21	2.05765387638155e-199	0.486699646601522	0.877	0.778	5.14578081405497e-195	B	ANTXR2	mb231
APLP2	9.39682440734784e-196	0.295449949203388	0.979	0.976	2.34995784778955e-191	B	APLP2	mb231
CUL4B	4.10332342472819e-193	0.646364996542888	0.678	0.583	1.02615912205602e-188	B	CUL4B	mb231
LDHA	1.42096753692526e-190	0.292359709948657	0.991	0.988	3.5535556163427e-186	B	LDHA	mb231
DNMBP1	5.88208849564557e-189	0.380078985041734	0.958	0.93	1.47099269099104e-184	B	DNMBP	mb231
DLG1	8.48222751000376e-186	0.414040445124496	0.98	0.979	2.12123545570174e-181	B	DLG1	mb231
IDS1	3.21611177591132e-185	0.578309069191675	0.647	0.502	8.04285232919903e-181	B	IDS	mb231
VMA21	5.16699609708985e-180	0.671743648554433	0.612	0.503	1.29216238396023e-175	B	VMA21	mb231
POLA1	5.48115519377396e-180	0.65281269153535	0.769	0.704	1.37072729085899e-175	B	POLA1	mb231
EZR	9.4769802937914e-177	0.386872813195801	0.913	0.91	2.37000323187135e-172	B	EZR	mb231
GRIP11	1.99387338698947e-168	0.691159633713694	0.601	0.465	4.98627856618325e-164	B	GRIP1	mb231
MECP2	2.67608136858031e-168	0.663166738143235	0.619	0.517	6.69234428654564e-164	B	MECP2	mb231
OGT	8.0796419187893e-167	0.537842394233271	0.739	0.66	2.02055685105083e-162	B	OGT	mb231
MANCR1	1.20872077901546e-165	0.718708392624226	0.64	0.527	3.02276892416186e-161	B	MANCR	mb231
DOCK9	1.55983595590252e-162	0.52340462570764	0.825	0.788	3.90083775852103e-158	B	DOCK9	mb231
TMSB4X	2.21077048498847e-160	0.263784452704606	0.99	0.986	5.52869482885916e-156	B	TMSB4X	mb231
MSN1	8.78680434041277e-157	0.296368204871001	0.963	0.956	2.19740402945043e-152	B	MSN	mb231
CDC42BPA1	1.04099661144606e-155	0.305622784970635	0.974	0.967	2.6033243259043e-151	B	CDC42BPA	mb231
ZFP36L1	1.79985624620099e-152	0.621595382040959	0.684	0.607	4.50108050049944e-148	B	ZFP36L1	mb231
TPI11	3.72712050199451e-152	0.398638869142632	0.86	0.83	9.32078295138787e-148	B	TPI1	mb231
FUT81	5.04922031343359e-151	0.40226145095505	0.924	0.909	1.26270901598347e-146	B	FUT8	mb231
CCND1	8.8472492746948e-147	0.376884610893291	0.93	0.917	2.21252009861568e-142	B	CCND1	mb231
FRMD51	6.68383264254281e-146	0.458764924279961	0.902	0.889	1.67149286724711e-141	B	FRMD5	mb231
UBASH3B	2.50931642239483e-145	0.454108315339171	0.878	0.847	6.27529850912499e-141	B	UBASH3B	mb231
ADAM9	5.03559738703439e-140	0.325764987386707	0.928	0.922	1.25930219454956e-135	B	ADAM9	mb231
DST1	1.83656605040866e-139	0.2385504761102	0.998	0.997	4.59288437886199e-135	B	DST	mb231
ZMIZ1	8.61722308867947e-139	0.392591490486257	0.918	0.895	2.15499515001696e-134	B	ZMIZ1	mb231
PTMA	6.55275413880508e-138	0.22262842329996	0.985	0.984	1.63871275503237e-133	B	PTMA	mb231
RBPJ	8.07288519896884e-138	0.366031707310031	0.891	0.876	2.01886713055813e-133	B	RBPJ	mb231
SMAD3	8.86539212987591e-134	0.360507815897142	0.941	0.937	2.21705726383937e-129	B	SMAD3	mb231
ITGA3	7.42980191143337e-131	0.300970548436027	0.936	0.925	1.85804486201126e-126	B	ITGA3	mb231
WWTR11	3.14497560704456e-128	0.464464328637809	0.825	0.8	7.86495499809702e-124	B	WWTR1	mb231
PRSS23	2.14994893884038e-127	0.352257627808473	0.898	0.876	5.37659230625202e-123	B	PRSS23	mb231
LAMB3	1.1321069445523e-126	0.504756612887201	0.735	0.681	2.83117304693638e-122	B	LAMB3	mb231
ENSG000002545261	2.54955264987845e-126	0.553421223408792	0.663	0.572	6.37592126681602e-122	B	ENSG00000254526	mb231
ME31	3.51057376725712e-126	0.431398073248487	0.835	0.799	8.77924287715661e-122	B	ME3	mb231
ASPH1	8.2949569593304e-125	0.292473199162009	0.947	0.914	2.07440283638935e-120	B	ASPH	mb231
SIPA1L3	1.03232733039898e-124	0.357396032703736	0.894	0.879	2.58164418786177e-120	B	SIPA1L3	mb231
TSPAN51	7.52644915875509e-123	0.483590590693711	0.738	0.67	1.88221440562147e-118	B	TSPAN5	mb231
CD59	5.46960299766403e-121	0.360142361132761	0.838	0.803	1.36783831765582e-116	B	CD59	mb231
TMBIM6	1.10147531101572e-119	0.264545602211803	0.937	0.935	2.75456945778811e-115	B	TMBIM6	mb231
SRGAP11	2.46271463798895e-119	0.426029328356505	0.819	0.774	6.15875676668277e-115	B	SRGAP1	mb231
PDGFC	4.29092460954198e-119	0.458068042413297	0.807	0.788	1.07307442635426e-114	B	PDGFC	mb231
SMARCA1	9.42727127704545e-119	0.576279633603307	0.633	0.568	2.35757200096353e-114	B	SMARCA1	mb231
DDX3X	5.34542022825048e-118	0.287618714822623	0.906	0.88	1.33678269068088e-113	B	DDX3X	mb231
PLEKHA51	1.25039772906266e-117	0.282221189409753	0.945	0.939	3.12699464083991e-113	B	PLEKHA5	mb231
RPS3A	1.51254267734072e-117	0.419055326827053	0.752	0.7	3.78256672749366e-113	B	RPS3A	mb231
BNIP3	3.76562074056407e-113	0.630503768117768	0.624	0.564	9.41706434800264e-109	B	BNIP3	mb231
CASK	1.12875919339661e-112	0.317706282405624	0.853	0.8	2.82280099084624e-108	B	CASK	mb231
CTSB	1.39557135718531e-110	0.523966058225169	0.658	0.598	3.49004485004903e-106	B	CTSB	mb231
PRH1	3.53272629029926e-107	0.550882073062991	0.633	0.561	8.83464190678039e-103	B	PRH1	mb231
ATP1B11	7.48677127223836e-107	0.426034208960298	0.781	0.751	1.87229175976137e-102	B	ATP1B1	mb231
CENPU	5.99021796134363e-106	0.521822318001503	0.675	0.626	1.49803370777281e-101	B	CENPU	mb231
TAGLN2	7.74368236143766e-106	0.404036562192469	0.769	0.734	1.93654008494833e-101	B	TAGLN2	mb231
HLA-E	4.63150214010474e-104	0.468882852182485	0.644	0.581	1.15824605519739e-99	B	HLA-E	mb231
HNRNPA1	1.18748775669124e-103	0.232155608387422	0.969	0.967	2.96966938193344e-99	B	HNRNPA1	mb231
NCEH11	1.68706406459592e-103	0.379456610270195	0.84	0.815	4.21900981274148e-99	B	NCEH1	mb231
NECTIN3	3.54109815668342e-103	0.555517865660801	0.63	0.566	8.85557827023389e-99	B	NECTIN3	mb231
MYL61	2.02145176140607e-102	0.322510652792693	0.842	0.819	5.05524656492429e-98	B	MYL6	mb231
R3HDM21	3.44166014257894e-102	0.412043399576471	0.767	0.727	8.6069036845614e-98	B	R3HDM2	mb231
SEC24D	1.36710003581969e-100	0.511290521187323	0.612	0.541	3.41884376957788e-96	B	SEC24D	mb231
GALNT2	2.08491448612358e-100	0.352781055153609	0.858	0.847	5.21395414689785e-96	B	GALNT2	mb231
AOPEP1	1.10947974159595e-99	0.288395719133735	0.968	0.956	2.77458693778315e-95	B	AOPEP	mb231
HMGA11	6.59439404981085e-99	0.287219657962654	0.903	0.862	1.6491260639767e-94	B	HMGA1	mb231
TAS2R141	1.96150704472882e-96	0.243203505958036	0.945	0.936	4.90533681745783e-92	B	TAS2R14	mb231
NAA15	2.62360813329327e-96	0.320953474036183	0.826	0.805	6.5611192197398e-92	B	NAA15	mb231
IRS11	4.143093830126e-96	0.42728232060041	0.742	0.702	1.03610490503791e-91	B	IRS1	mb231
CALR	1.17860384420232e-95	0.245956907458852	0.96	0.962	2.94745249358116e-91	B	CALR	mb231
PLP2	6.53808461299977e-95	0.384899389540215	0.747	0.709	1.63504420001898e-90	B	PLP2	mb231
BCL2L1	1.38330727706539e-94	0.24413283954438	0.966	0.963	3.45937483848512e-90	B	BCL2L1	mb231
ACTG1	2.33083556400445e-94	0.209212156453473	0.985	0.985	5.82895357846233e-90	B	ACTG1	mb231
SH3PXD2A1	5.76630536361636e-94	0.481428218576701	0.773	0.741	1.44203764533318e-89	B	SH3PXD2A	mb231
PRAG1	1.74269836043826e-92	0.39603953605205	0.815	0.785	4.35814005978399e-88	B	PRAG1	mb231
F2RL11	3.12019932353213e-92	0.407724056625522	0.784	0.749	7.80299446828914e-88	B	F2RL1	mb231
KIF4A	1.75401526990975e-91	0.578428132499445	0.659	0.629	4.38644138699029e-87	B	KIF4A	mb231
PKM	9.91920384993535e-91	0.171182995026498	0.992	0.993	2.48059449879183e-86	B	PKM	mb231
LINC-PINT	3.64125235931477e-90	0.209189211585449	0.983	0.984	9.10604390017439e-86	B	LINC-PINT	mb231
RBMX	2.65217143701764e-88	0.365344869800245	0.777	0.758	6.63255032969372e-84	B	RBMX	mb231
PRELID21	3.83679411731115e-88	0.403409366058157	0.778	0.743	9.59505472857173e-84	B	PRELID2	mb231
MYH9	3.03578520668057e-87	0.184249167795734	0.989	0.987	7.59189164486676e-83	B	MYH9	mb231
PTPN14	3.97904254495538e-87	0.217991394230626	0.956	0.953	9.95078959642442e-83	B	PTPN14	mb231
FBXW7	2.19032528612827e-86	0.371952716893429	0.737	0.703	5.47756547554959e-82	B	FBXW7	mb231
ARFIP1	2.18894352758602e-85	0.452855180881198	0.639	0.592	5.47410997378712e-81	B	ARFIP1	mb231
BCAR3	1.89382848007747e-84	0.325057458835466	0.914	0.908	4.73608626297774e-80	B	BCAR3	mb231
PRKCA	8.68802222318385e-84	0.216235195333238	0.983	0.976	2.17270059757382e-79	B	PRKCA	mb231
ABCC11	1.86585492468352e-83	0.397383762152707	0.759	0.744	4.66612999564854e-79	B	ABCC1	mb231
VMP1	3.05267011564426e-82	0.231318425009421	0.959	0.959	7.63411742520316e-78	B	VMP1	mb231
SLC38A2	3.82759861065291e-82	0.273022456916373	0.898	0.897	9.57205860552079e-78	B	SLC38A2	mb231
CALU	4.01952871970079e-82	0.238379959192494	0.929	0.937	1.00520374222277e-77	B	CALU	mb231
RASA1	1.36660291740141e-81	0.45438978828535	0.795	0.789	3.41760057583746e-77	B	RASA1	mb231
GALNT7	7.08642662435921e-81	0.364284943764525	0.75	0.721	1.77217357021975e-76	B	GALNT7	mb231
KLHL51	1.98111562496729e-80	0.328429330805191	0.77	0.72	4.95437395491819e-76	B	KLHL5	mb231
QSOX11	7.56823461491693e-80	0.33123221703384	0.75	0.711	1.89266411249843e-75	B	QSOX1	mb231
GPRC5A	2.68663003689607e-79	0.378348216836076	0.828	0.818	6.71872439626969e-75	B	GPRC5A	mb231
RBMS21	1.44075198303241e-78	0.377922345468365	0.727	0.679	3.60303255916744e-74	B	RBMS2	mb231
TIMP31	3.78822785990437e-78	0.426309315164537	0.872	0.853	9.47360023204885e-74	B	TIMP3	mb231
SPRED11	2.41652060365398e-77	0.441850608996614	0.731	0.718	6.04323472561786e-73	B	SPRED1	mb231
KDM6A	2.18368569771646e-75	0.242296293615245	0.737	0.681	5.46096119284933e-71	B	KDM6A	mb231
CD631	5.52703668341878e-74	0.347826341717414	0.719	0.683	1.38220133378937e-69	B	CD63	mb231
SPRY4-AS1	5.55435886752698e-74	0.486191121804297	0.674	0.626	1.38903406559115e-69	B	SPRY4-AS1	mb231
MET1	5.49619199159669e-72	0.238505605538471	0.883	0.849	1.3744876932585e-67	B	MET	mb231
ANXA2	1.16942231368163e-71	0.154566033419747	0.987	0.988	2.92449132205503e-67	B	ANXA2	mb231
PHC2	5.95801960485437e-71	0.459709557922637	0.714	0.701	1.48998154278198e-66	B	PHC2	mb231
USP9X	8.31890633915798e-70	0.148989898217428	0.903	0.858	2.08039209729663e-65	B	USP9X	mb231
RIN21	8.92898639067034e-70	0.282302907935157	0.844	0.819	2.23296091657884e-65	B	RIN2	mb231
ARHGAP5	1.9160360171521e-69	0.294554613094434	0.884	0.896	4.79162287169396e-65	B	ARHGAP5	mb231
MAML2	8.24647372551477e-69	0.23842270417756	0.956	0.948	2.06227814927673e-64	B	MAML2	mb231
FRMD4A	1.29166423810623e-68	0.529630494912436	0.622	0.589	3.23019392665605e-64	B	FRMD4A	mb231
ACTN4	1.85390631337787e-68	0.168964311626611	0.99	0.989	4.63624890849538e-64	B	ACTN4	mb231
PLXNA1	3.4038600315353e-68	0.391730102794702	0.722	0.697	8.51237316686349e-64	B	PLXNA1	mb231
SPINT21	6.33804542962298e-68	0.416932500196796	0.622	0.58	1.58501840104011e-63	B	SPINT2	mb231
AXL	4.92475533870257e-67	0.234263543005193	0.922	0.926	1.23158281510274e-62	B	AXL	mb231
S100A4	2.28474901101511e-66	0.396114395470303	0.661	0.614	5.71370032674658e-62	B	S100A4	mb231
TGM2	3.22165150548413e-66	0.522324265554409	0.69	0.667	8.05670608491472e-62	B	TGM2	mb231
CTNNA1	1.78129431655229e-65	0.212288247669278	0.972	0.971	4.45466082683396e-61	B	CTNNA1	mb231
PALM2AKAP2	3.68329397780095e-65	0.231115776833136	0.915	0.917	9.21118157968462e-61	B	PALM2AKAP2	mb231
ABCE1	8.82999809635194e-65	0.314859153815362	0.768	0.755	2.20820592393569e-60	B	ABCE1	mb231
AATF	1.57144454888927e-64	0.317949557769693	0.767	0.744	3.9298685278623e-60	B	AATF	mb231
EIF4G21	1.93646359289667e-64	0.143406524817187	0.987	0.989	4.842708153116e-60	B	EIF4G2	mb231
AGAP1	3.58857674809478e-64	0.234394651842021	0.903	0.9	8.97431273163542e-60	B	AGAP1	mb231
PBX1	7.2001955486686e-64	0.490505750575175	0.805	0.804	1.80062490281104e-59	B	PBX1	mb231
TUBA1B1	2.31423476162818e-63	0.197375314348276	0.941	0.936	5.78743829187976e-59	B	TUBA1B	mb231
BLTP1	1.17697276399767e-62	0.288674714031077	0.801	0.782	2.94337348820538e-58	B	BLTP1	mb231
XKR6	9.74032847012893e-62	0.392353753177502	0.709	0.678	2.43586134380984e-57	B	XKR6	mb231
PCBP21	2.02009376285454e-61	0.249672659792012	0.858	0.854	5.05185048214665e-57	B	PCBP2	mb231
AFG2A	4.2594139112823e-61	0.207490837133321	0.825	0.812	1.06519423093348e-56	B	AFG2A	mb231
LMNA	1.17466048008861e-60	0.269693459620707	0.856	0.858	2.93759092860559e-56	B	LMNA	mb231
SCLT1	1.87277075363176e-60	0.440400148632838	0.751	0.722	4.6834251006823e-56	B	SCLT1	mb231
ARB2A	2.37773726798419e-60	0.291238301204971	0.795	0.779	5.94624535977485e-56	B	ARB2A	mb231
PA2G41	8.32565579562207e-60	0.261973691500565	0.849	0.84	2.08208000136917e-55	B	PA2G4	mb231
PLK2	1.06824529305875e-59	0.366418817967722	0.805	0.789	2.67146782888132e-55	B	PLK2	mb231
BBX	2.88918637479782e-59	0.237226451939487	0.908	0.908	7.2252772860944e-55	B	BBX	mb231
