p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	cellline
PDGFC	3.24558642946338e-30	0.288062522970043	0.644	0.605	8.11656254280203e-26	C	PDGFC	h1806
PPP4R1	3.6318956638154e-30	0.272103812513347	0.773	0.783	9.08264467606956e-26	C	PPP4R1	h1806
ITPR3	3.98044569297504e-30	0.247661773697359	0.785	0.791	9.95429858899197e-26	C	ITPR3	h1806
UBC	7.64697410108799e-30	0.217581312617291	0.85	0.845	1.91235528320009e-25	C	UBC	h1806
GTPBP41	7.76125882431484e-30	0.297230108489503	0.74	0.739	1.94093560678466e-25	C	GTPBP4	h1806
ERC1	7.95418789386062e-30	0.182458155430299	0.89	0.901	1.98918330849666e-25	C	ERC1	h1806
APP1	8.38854523690834e-30	0.148867986989437	0.939	0.949	2.09780739284604e-25	C	APP	h1806
RDX	3.30977753787524e-29	0.193730353565822	0.882	0.884	8.27709166671839e-25	C	RDX	h1806
TRIM291	3.78636988414207e-29	0.305718524738809	0.751	0.754	9.46895380626248e-25	C	TRIM29	h1806
GSE1	4.0083859592582e-29	0.265200406354047	0.781	0.776	1.00241716069129e-24	C	GSE1	h1806
DNAH14	7.3028376942446e-29	0.202142165563498	0.84	0.845	1.82629365057669e-24	C	DNAH14	h1806
ALDH3A21	7.38550915462605e-29	0.318161380565894	0.701	0.694	1.84696812938888e-24	C	ALDH3A2	h1806
RNF149	1.15422806718604e-28	0.262476575630521	0.737	0.74	2.88649355041884e-24	C	RNF149	h1806
SREBF21	1.38995867428375e-28	0.311124757115617	0.706	0.695	3.4760086526488e-24	C	SREBF2	h1806
TOP6BL	1.44098290419175e-28	0.298738650620753	0.693	0.678	3.60361004680273e-24	C	TOP6BL	h1806
CEP112	2.82076328312819e-28	0.193818540314591	0.964	0.972	7.05416481844698e-24	C	CEP112	h1806
ATP2A2	4.09621146186037e-28	0.14006145919131	0.96	0.963	1.02438056238204e-23	C	ATP2A2	h1806
CDCP1	7.59632442748369e-28	0.287346138199949	0.686	0.682	1.89968881282512e-23	C	CDCP1	h1806
SEPTIN10	2.16130717601429e-27	0.333044062318127	0.604	0.59	5.40499698577653e-23	C	SEPTIN10	h1806
RRAS2	2.26271648199793e-27	0.188288208648569	0.9	0.903	5.65860137818044e-23	C	RRAS2	h1806
FNIP1	2.34742418859326e-27	0.265857880613362	0.735	0.744	5.87043841083401e-23	C	FNIP1	h1806
URI11	2.79390668503972e-27	0.159747022011592	0.924	0.933	6.98700183794734e-23	C	URI1	h1806
KLF51	4.13924453187339e-27	0.272864036660602	0.664	0.641	1.0351422725309e-22	C	KLF5	h1806
YWHAQ	5.22704366386278e-27	0.197721451115865	0.856	0.858	1.3071790794588e-22	C	YWHAQ	h1806
CALM3	1.01899329846735e-26	0.285445888058701	0.708	0.706	2.54829844080714e-22	C	CALM3	h1806
ABCC3	1.55310231994314e-26	0.372048479061947	0.612	0.597	3.88399828171382e-22	C	ABCC3	h1806
EPS8	1.85406008084135e-26	0.257622358290352	0.798	0.795	4.63663345016804e-22	C	EPS8	h1806
UBE2E3	3.35426833345872e-26	0.206134106733346	0.856	0.865	8.38835424831356e-22	C	UBE2E3	h1806
DSP	1.10603929043759e-25	0.108923131617338	0.978	0.98	2.76598305752633e-21	C	DSP	h1806
SCHLAP1	1.17807810853579e-25	0.203163286969443	0.918	0.915	2.9461377338263e-21	C	SCHLAP1	h1806
PTTG1IP	1.90830913757432e-25	0.299232588396637	0.618	0.606	4.77229949124585e-21	C	PTTG1IP	h1806
HMGCS1	2.39545236262675e-25	0.569495274894016	0.672	0.702	5.99054726845697e-21	C	HMGCS1	h1806
RSF1	2.66298995061029e-25	0.159097726325407	0.925	0.937	6.65960526848621e-21	C	RSF1	h1806
PLXNB21	3.56080250620644e-25	0.314046552279369	0.657	0.656	8.90485490752108e-21	C	PLXNB2	h1806
PMS1	3.61159496124097e-25	0.320597182904251	0.637	0.634	9.03187667907141e-21	C	PMS1	h1806
AFDN	5.09714363207196e-25	0.271507893317391	0.706	0.705	1.27469367950855e-20	C	AFDN	h1806
RAB3GAP2	5.27508903235891e-25	0.217134072613055	0.797	0.806	1.31919426521232e-20	C	RAB3GAP2	h1806
STRN	5.75376654917078e-25	0.160554440982995	0.923	0.929	1.43890193861663e-20	C	STRN	h1806
RESF1	6.80683707696354e-25	0.311754379951397	0.636	0.63	1.70225381620704e-20	C	RESF1	h1806
KLC1	8.33781286103166e-25	0.236335576113201	0.764	0.77	2.0851202402868e-20	C	KLC1	h1806
LINC-PINT	9.41345966198564e-25	0.187742008538014	0.903	0.91	2.35411799226937e-20	C	LINC-PINT	h1806
UBA6	1.34862390887349e-24	0.19084331885131	0.852	0.862	3.37263867131083e-20	C	UBA6	h1806
CLOCK	1.6782873864911e-24	0.284502076756343	0.675	0.66	4.19706109613695e-20	C	CLOCK	h1806
POLR1D1	2.03616834398198e-24	0.259244367382007	0.692	0.691	5.09204979463014e-20	C	POLR1D	h1806
LINC00662	2.03659559082058e-24	0.220502706637587	0.761	0.748	5.0931182535241e-20	C	LINC00662	h1806
ZNF83	2.67863873153525e-24	0.254290020235912	0.74	0.751	6.69873973982334e-20	C	ZNF83	h1806
COL4A5	3.49867599681205e-24	0.23375056145867	0.787	0.78	8.74948893282757e-20	C	COL4A5	h1806
SOS1	3.76084811808142e-24	0.180067610019277	0.897	0.903	9.40512897369802e-20	C	SOS1	h1806
ANP32E	4.03236736949592e-24	0.293263966084706	0.655	0.649	1.00841443176354e-19	C	ANP32E	h1806
SRP9	4.11699154630709e-24	0.24566631864413	0.732	0.736	1.02957724590048e-19	C	SRP9	h1806
TPP2	6.36163743413978e-24	0.160415615066283	0.897	0.912	1.59091828952968e-19	C	TPP2	h1806
PRKAR1A	7.68363793406696e-24	0.220033561504857	0.759	0.767	1.92152417455146e-19	C	PRKAR1A	h1806
SDCCAG8	1.06453412811157e-23	0.208582826710658	0.797	0.792	2.66218694758141e-19	C	SDCCAG8	h1806
GRK51	2.16525035082062e-23	0.284870692745452	0.676	0.666	5.41485807733221e-19	C	GRK5	h1806
AGRN1	2.30777467839193e-23	0.232337537958638	0.762	0.766	5.77128291572254e-19	C	AGRN	h1806
TGFA	4.02767431700092e-23	0.272790920054161	0.805	0.822	1.00724079319559e-18	C	TGFA	h1806
RIN2	4.67904791923053e-23	0.312581731012637	0.6	0.584	1.17013630364117e-18	C	RIN2	h1806
RCC21	5.70384328718839e-23	0.233166003680886	0.721	0.723	1.42641712926007e-18	C	RCC2	h1806
MACC1	6.32096330829372e-23	0.259869026517505	0.713	0.701	1.58074650413809e-18	C	MACC1	h1806
AGPS	8.02945450381088e-23	0.162821714993957	0.903	0.913	2.00800598231302e-18	C	AGPS	h1806
PTPRK	8.29381904820979e-23	0.133538787445307	0.969	0.972	2.0741182675763e-18	C	PTPRK	h1806
ITGB8	1.02520784179327e-22	0.261032263271961	0.706	0.695	2.56383977075662e-18	C	ITGB8	h1806
HEATR5B	1.07159976897263e-22	0.286239568535771	0.682	0.684	2.67985670224676e-18	C	HEATR5B	h1806
SETD5	1.47182242728016e-22	0.147571949260397	0.934	0.945	3.68073352614223e-18	C	SETD5	h1806
ADGRA3	1.56164800328683e-22	0.259126718535708	0.703	0.693	3.90536932661971e-18	C	ADGRA3	h1806
MAST2	3.06889990693853e-22	0.282759735448861	0.65	0.648	7.67470488727186e-18	C	MAST2	h1806
EPRS1	3.79914139308474e-22	0.186696073973532	0.845	0.861	9.50089279582632e-18	C	EPRS1	h1806
MARCHF7	5.67398401187563e-22	0.186413595467646	0.836	0.846	1.41894992168986e-17	C	MARCHF7	h1806
ATP1A11	5.94338003239948e-22	0.196327005570959	0.812	0.816	1.48632047850246e-17	C	ATP1A1	h1806
TASOR21	6.27588924856364e-22	0.15832044225338	0.918	0.931	1.5694743832808e-17	C	TASOR2	h1806
UACA	8.94009162732241e-22	0.281355865523763	0.614	0.598	2.23573811416079e-17	C	UACA	h1806
BICD1	9.85110785418384e-22	0.207759996802773	0.822	0.827	2.46356505217429e-17	C	BICD1	h1806
FGD4	2.5062262720161e-21	0.177321498521654	0.868	0.882	6.26757066105787e-17	C	FGD4	h1806
ERLIN1	2.61447110428884e-21	0.293701367623269	0.607	0.602	6.53826933760554e-17	C	ERLIN1	h1806
ACLY	3.53944007121508e-21	0.292655244709029	0.655	0.663	8.85143173009467e-17	C	ACLY	h1806
IGF2R	3.67642170329373e-21	0.202842078194082	0.8	0.809	9.19399539559695e-17	C	IGF2R	h1806
GLG1	3.94105796935048e-21	0.192117192012309	0.812	0.827	9.85579776975168e-17	C	GLG1	h1806
HMGA1	4.51186910918683e-21	0.205600084733661	0.781	0.788	1.12832822682544e-16	C	HMGA1	h1806
KRT191	4.73992810779547e-21	0.263364923005109	0.862	0.88	1.18536122119749e-16	C	KRT19	h1806
NIN	4.95968654460684e-21	0.248703785534902	0.691	0.692	1.24031841107528e-16	C	NIN	h1806
ANXA111	5.62049672477595e-21	0.201060502622029	0.822	0.833	1.40557382093197e-16	C	ANXA11	h1806
DNAH8	7.05377029048801e-21	0.269768876261247	0.646	0.633	1.76400687424524e-16	C	DNAH8	h1806
EEF1D	7.22981678840014e-21	0.20667244300465	0.809	0.822	1.80803258244311e-16	C	EEF1D	h1806
PERP1	2.90416021625576e-20	0.153546636319906	0.838	0.839	7.26272386881239e-16	C	PERP	h1806
ACER3	3.26860931613742e-20	0.222079875965652	0.721	0.721	8.17413817779645e-16	C	ACER3	h1806
ILRUN	3.52986206498785e-20	0.167504472627136	0.878	0.893	8.82747905212163e-16	C	ILRUN	h1806
PTPN12	4.4445497616783e-20	0.244119573739326	0.711	0.72	1.11149300440051e-15	C	PTPN12	h1806
GAS5	7.00145394687181e-20	0.256582691319241	0.737	0.757	1.7509236030337e-15	C	GAS5	h1806
LDLRAD31	7.48897905775453e-20	0.15728147718351	0.898	0.909	1.87284388276325e-15	C	LDLRAD3	h1806
CDC1231	9.96461249978454e-20	0.284483975627878	0.604	0.596	2.49195029394612e-15	C	CDC123	h1806
CORO1C	1.2739482645165e-19	0.139525495693045	0.921	0.932	3.18588981990287e-15	C	CORO1C	h1806
CAPN1	1.65840614544792e-19	0.170149524177764	0.891	0.899	4.14734208853617e-15	C	CAPN1	h1806
PYGB	1.69438947515468e-19	0.2656400223965	0.716	0.728	4.23732919946682e-15	C	PYGB	h1806
FAM107B	2.65191062271117e-19	0.26704527051767	0.653	0.645	6.63189808527608e-15	C	FAM107B	h1806
VPS26A	3.48521377834118e-19	0.228596880682005	0.711	0.721	8.71582261687562e-15	C	VPS26A	h1806
ARHGEF10	3.60766606428236e-19	0.238486717224044	0.71	0.717	9.02205129355733e-15	C	ARHGEF10	h1806
LPAR1	3.70178537806636e-19	0.207553340923741	0.732	0.72	9.25742487346835e-15	C	LPAR1	h1806
MIB1	8.49287924489367e-19	0.205508965066713	0.754	0.76	2.12389924156301e-14	C	MIB1	h1806
UPF3A	9.49033362601005e-19	0.202427523417949	0.737	0.75	2.37334263319259e-14	C	UPF3A	h1806
HMGA2	1.06838743456733e-18	0.200655558302705	0.907	0.907	2.67182329636598e-14	C	HMGA2	h1806
LYST	1.08202587994392e-18	0.292007401230054	0.603	0.597	2.70593032056375e-14	C	LYST	h1806
PCNX1	1.42266167279148e-18	0.193010717995241	0.761	0.771	3.55779231131694e-14	C	PCNX1	h1806
ARHGEF7	1.4720722640306e-18	0.171507155569641	0.817	0.832	3.68135831788772e-14	C	ARHGEF7	h1806
FUT8	2.91449498071941e-18	0.281869565575829	0.685	0.691	7.28856904778309e-14	C	FUT8	h1806
REV1	3.32358458742301e-18	0.208890363495386	0.732	0.741	8.31162033622747e-14	C	REV1	h1806
SNHG291	3.61403306578574e-18	0.161766371041161	0.834	0.849	9.03797389091699e-14	C	SNHG29	h1806
STON2	3.84667355315056e-18	0.233746688677797	0.728	0.74	9.61976122171893e-14	C	STON2	h1806
FER	5.9271276261276e-18	0.17165321948333	0.864	0.871	1.48225607674199e-13	C	FER	h1806
PRRC2B	6.86558205662499e-18	0.131557962556312	0.922	0.934	1.71694476072078e-13	C	PRRC2B	h1806
RAC1	6.9845013682296e-18	0.173816009290173	0.807	0.822	1.74668410216686e-13	C	RAC1	h1806
DDX5	1.19407437069782e-17	0.11389055365126	0.965	0.971	2.98614118624112e-13	C	DDX5	h1806
CCDC144NL-AS1	5.75749681425314e-17	0.173082474096299	0.968	0.978	1.43983480330843e-12	C	CCDC144NL-AS1	h1806
NCOA4	8.21535048167097e-17	0.209956392972329	0.711	0.721	2.05449484845628e-12	C	NCOA4	h1806
CEBPZ	9.68279162505385e-17	0.184662382001532	0.82	0.831	2.42147252959347e-12	C	CEBPZ	h1806
ZNF518A1	2.40363149185881e-16	0.225514541557787	0.689	0.703	6.01100163484052e-12	C	ZNF518A	h1806
LIMA1	2.69820947314191e-16	0.198588994376419	0.738	0.751	6.74768225043328e-12	C	LIMA1	h1806
PTGFRN	3.46346768363613e-16	0.220943300220958	0.682	0.697	8.66143998323723e-12	C	PTGFRN	h1806
ANKRD11	3.49987912766698e-16	0.127986118477424	0.961	0.967	8.75249772246959e-12	C	ANKRD11	h1806
SSRP11	4.5756180995922e-16	0.174774400749661	0.784	0.794	1.14427057434602e-11	C	SSRP1	h1806
PTPRF	5.51672012780522e-16	0.203528969204952	0.726	0.745	1.37962136956153e-11	C	PTPRF	h1806
ACTR3	6.22800480619027e-16	0.164733732093808	0.792	0.801	1.55749944193206e-11	C	ACTR3	h1806
VRK2	8.05034791979995e-16	0.218937477992041	0.746	0.755	2.01323100778357e-11	C	VRK2	h1806
ABL2	1.22216990674486e-15	0.219044995341989	0.692	0.711	3.05640250278754e-11	C	ABL2	h1806
RICTOR	1.4294149046831e-15	0.154765557841053	0.866	0.884	3.5746807936315e-11	C	RICTOR	h1806
RCOR1	1.58422896882842e-15	0.17835905142784	0.797	0.806	3.96183980524611e-11	C	RCOR1	h1806
BMPR2	1.8311943394869e-15	0.202880958858242	0.716	0.723	4.57945080418885e-11	C	BMPR2	h1806
CMIP	1.93217694349011e-15	0.125850535078174	0.942	0.946	4.83198810028006e-11	C	CMIP	h1806
YWHAG	2.33407402533508e-15	0.146849868877174	0.835	0.848	5.83705232255798e-11	C	YWHAG	h1806
IL6ST	4.31157808594012e-15	0.2073305764824	0.678	0.683	1.0782394477319e-10	C	IL6ST	h1806
LMNA	5.10857553109806e-15	0.194457472393036	0.722	0.732	1.277552568817e-10	C	LMNA	h1806
PDCD11	5.37636708920447e-15	0.218204264964149	0.731	0.752	1.34452188166825e-10	C	PDCD11	h1806
TACC21	5.68957225536622e-15	0.198615312221561	0.731	0.751	1.42284822962199e-10	C	TACC2	h1806
EIF4G2	9.33054659582063e-15	0.107955757384311	0.935	0.939	2.33338309268282e-10	C	EIF4G2	h1806
TSPAN141	9.70731837196249e-15	0.197363214617658	0.768	0.782	2.42760617846038e-10	C	TSPAN14	h1806
MOSMO	1.27264400728552e-14	0.274048453252273	0.669	0.682	3.18262813341963e-10	C	MOSMO	h1806
PCF11	1.55438367208879e-14	0.205553009500578	0.662	0.671	3.88720268715964e-10	C	PCF11	h1806
PIP5K1A	2.75307588417297e-14	0.224727545070718	0.657	0.67	6.88489217113976e-10	C	PIP5K1A	h1806
DDX42	2.77895827477917e-14	0.155859898357011	0.802	0.827	6.94961885356776e-10	C	DDX42	h1806
VAV2	3.27668914943489e-14	0.203365823925194	0.766	0.779	8.19434422490676e-10	C	VAV2	h1806
ATL2	3.52544385173296e-14	0.159727965190782	0.838	0.851	8.8164299844138e-10	C	ATL2	h1806
DOCK5	4.22235393432892e-14	0.121308540004166	0.953	0.956	1.05592627189698e-09	C	DOCK5	h1806
TOR1AIP2	6.04363748993674e-14	0.154352890392877	0.803	0.821	1.51139286348338e-09	C	TOR1AIP2	h1806
RPL211	8.18771579074754e-14	0.129026498851799	0.874	0.879	2.04758396495014e-09	C	RPL21	h1806
NCOR1	1.22434178367192e-13	0.103386871523923	0.959	0.968	3.06183393260675e-09	C	NCOR1	h1806
SSH2	1.55884061597565e-13	0.168788852853912	0.857	0.871	3.89834861243191e-09	C	SSH2	h1806
VMP1	1.90335660830347e-13	0.167034754686195	0.812	0.831	4.75991420604532e-09	C	VMP1	h1806
CCSER2	2.04512063222988e-13	0.183997944821564	0.755	0.774	5.11443767708047e-09	C	CCSER2	h1806
TMEM41B1	2.08389141778991e-13	0.189742522352331	0.726	0.741	5.211395657609e-09	C	TMEM41B	h1806
PPP4R3B	2.10611132931752e-13	0.157468608401752	0.809	0.821	5.26696321235724e-09	C	PPP4R3B	h1806
KIF21A	2.36193378158598e-13	0.236979659545135	0.624	0.628	5.90672400099022e-09	C	KIF21A	h1806
PAFAH1B1	2.40490936733421e-13	0.111882463470145	0.911	0.927	6.0141973458294e-09	C	PAFAH1B1	h1806
CYFIP11	2.45280624442301e-13	0.118471715795124	0.893	0.907	6.13397785605306e-09	C	CYFIP1	h1806
LNX2	2.80086407826381e-13	0.258208388655862	0.601	0.609	7.00440088692214e-09	C	LNX2	h1806
LUC7L	2.98024380969996e-13	0.239808485539271	0.607	0.615	7.45299371929767e-09	C	LUC7L	h1806
HADHA	3.19128099893704e-13	0.120310977866425	0.882	0.896	7.98075552214175e-09	C	HADHA	h1806
MAP4	3.91491269416501e-13	0.151372798863414	0.841	0.86	9.79041366556787e-09	C	MAP4	h1806
UPF21	4.32018094476925e-13	0.144467270178718	0.808	0.82	1.08039085066789e-08	C	UPF2	h1806
AFF1	4.46429107578705e-13	0.197197961187626	0.678	0.683	1.11642991223283e-08	C	AFF1	h1806
ZFHX3	5.11338798793968e-13	0.16234212217345	0.801	0.816	1.27875606802395e-08	C	ZFHX3	h1806
SERBP1	8.30229586779062e-13	0.121454840890431	0.88	0.893	2.07623815061708e-08	C	SERBP1	h1806
FBXO38-DT	8.69499267516797e-13	0.212719144870846	0.654	0.654	2.174443768206e-08	C	FBXO38-DT	h1806
SPATS2L	9.94776209733651e-13	0.152682121762304	0.832	0.84	2.48773634530192e-08	C	SPATS2L	h1806
AP2B1	1.22833617747727e-12	0.132101785635015	0.868	0.879	3.07182311263516e-08	C	AP2B1	h1806
ENSG000002580771	1.28627776459485e-12	0.133328724135655	0.928	0.932	3.21672343369879e-08	C	ENSG00000258077	h1806
IARS1	1.50741146276676e-12	0.146112124639466	0.881	0.902	3.7697345860871e-08	C	IARS1	h1806
CLIC4	1.82652539174102e-12	0.234653753149482	0.615	0.62	4.56777469966594e-08	C	CLIC4	h1806
MED15	1.99883594935526e-12	0.186719955963965	0.73	0.752	4.99868894214762e-08	C	MED15	h1806
PRMT31	2.89476958278436e-12	0.193619259971579	0.736	0.755	7.23923977262712e-08	C	PRMT3	h1806
SCAPER	3.23021455486857e-12	0.229071609933397	0.684	0.697	8.07812055881533e-08	C	SCAPER	h1806
ABTB3	3.38122814692337e-12	0.181005881047626	0.827	0.846	8.45577534982597e-08	C	ABTB3	h1806
RTN4	3.48928316084327e-12	0.143619212236923	0.869	0.884	8.72599932863686e-08	C	RTN4	h1806
SNRNP70	3.75993608457707e-12	0.169769765550652	0.764	0.783	9.40284816031034e-08	C	SNRNP70	h1806
ENSG00000249174	4.01440910124757e-12	0.238014837209751	0.611	0.605	1.00392342803999e-07	C	ENSG00000249174	h1806
DARS1	4.12235218349158e-12	0.188376173957443	0.696	0.708	1.03091783404758e-07	C	DARS1	h1806
SPG7	5.85977704033394e-12	0.228204413245806	0.619	0.632	1.46541304224671e-07	C	SPG7	h1806
NARS2	6.79287735403073e-12	0.194095758937978	0.721	0.738	1.69876276869601e-07	C	NARS2	h1806
PTPN11	7.06770066576423e-12	0.120117807979782	0.877	0.894	1.76749058249432e-07	C	PTPN11	h1806
JAZF1	7.20985587457287e-12	0.280089850033633	0.625	0.631	1.80304075711318e-07	C	JAZF1	h1806
BAZ2B	9.65167698628299e-12	0.144935039521939	0.805	0.82	2.41369138072965e-07	C	BAZ2B	h1806
HSPA8	1.03733380819576e-11	0.102772182025767	0.951	0.954	2.59416438753596e-07	C	HSPA8	h1806
GNG12	1.3990082003212e-11	0.18199772872662	0.703	0.716	3.49863970736327e-07	C	GNG12	h1806
YARS1	1.43792263545088e-11	0.218920572646674	0.647	0.662	3.59595692673556e-07	C	YARS1	h1806
ENSG000002857511	1.56245859095779e-11	0.171625844860366	0.733	0.741	3.90739644426725e-07	C	ENSG00000285751	h1806
BZW1	2.44370460021207e-11	0.186536189915471	0.729	0.748	6.11121646421034e-07	C	BZW1	h1806
OXSR1	2.58237487860968e-11	0.163182363453432	0.752	0.78	6.45800309642709e-07	C	OXSR1	h1806
PHLDA1	2.84227281253174e-11	0.232112432015099	0.66	0.668	7.10795584957938e-07	C	PHLDA1	h1806
BSG	2.94044156261754e-11	0.195619376262325	0.714	0.729	7.35345625979395e-07	C	BSG	h1806
CLNS1A1	3.10618179161672e-11	0.162588360120579	0.751	0.767	7.76793942447509e-07	C	CLNS1A	h1806
CTSB	5.54170567817794e-11	0.219253863832755	0.637	0.66	1.38586975599874e-06	C	CTSB	h1806
SF1	5.63666475500452e-11	0.148484662059711	0.797	0.817	1.40961712193153e-06	C	SF1	h1806
AGFG1	7.18067592433511e-11	0.248816166820346	0.592	0.607	1.79574343515772e-06	C	AGFG1	h1806
HNRNPDL	7.50952406593005e-11	0.117717292423778	0.872	0.887	1.87798177840779e-06	C	HNRNPDL	h1806
ARAP1	7.73342384424526e-11	0.235273134566547	0.641	0.658	1.93397463496885e-06	C	ARAP1	h1806
SRP72	8.02167735016404e-11	0.164121586444892	0.724	0.737	2.00606107172902e-06	C	SRP72	h1806
CAPZA1	8.56126987744332e-11	0.142550152185084	0.8	0.815	2.14100237095102e-06	C	CAPZA1	h1806
TES	1.17085212985708e-10	0.160277635435453	0.74	0.745	2.92806700634659e-06	C	TES	h1806
DHRS31	1.30397872953235e-10	0.356925755299976	0.592	0.613	3.2609900068145e-06	C	DHRS3	h1806
PPP2R1A	2.57195365557177e-10	0.179225175332249	0.72	0.743	6.43194170185388e-06	C	PPP2R1A	h1806
MFN21	3.60690240816473e-10	0.184359438565758	0.64	0.652	9.02014154233835e-06	C	MFN2	h1806
WDR43	3.90811950672305e-10	0.103898905774786	0.955	0.969	9.77342526241299e-06	C	WDR43	h1806
LENG8	4.79509894933478e-10	0.17672512095348	0.656	0.664	1.19915834524964e-05	C	LENG8	h1806
SRBD1	5.85638029330121e-10	0.141374019199977	0.804	0.827	1.46456358374877e-05	C	SRBD1	h1806
G3BP1	6.5722913284438e-10	0.126122481971641	0.837	0.849	1.64359861541723e-05	C	G3BP1	h1806
ADIPOR2	7.25919161808142e-10	0.235788891636967	0.592	0.608	1.8153786398498e-05	C	ADIPOR2	h1806
SOAT1	7.87095052677971e-10	0.220506148697768	0.594	0.608	1.96836730773707e-05	C	SOAT1	h1806
EFNB2	8.06072946117775e-10	0.227403496646865	0.63	0.643	2.01582722365133e-05	C	EFNB2	h1806
EIF5	1.00489068008618e-09	0.116574125137858	0.832	0.848	2.51303061275952e-05	C	EIF5	h1806
ANXA81	1.96473697733461e-09	0.18036933733183	0.692	0.718	4.9134142329184e-05	C	ANXA8	h1806
MAP2K4	2.00881698253773e-09	0.136762455510713	0.792	0.812	5.02364950993035e-05	C	MAP2K4	h1806
ARHGAP42	2.02126860693205e-09	0.13994939942431	0.806	0.829	5.05478853221566e-05	C	ARHGAP42	h1806
IL181	2.32743128538767e-09	0.189895911726573	0.655	0.668	5.8204401584975e-05	C	IL18	h1806
PUM1	2.45566473203951e-09	0.101124288505435	0.893	0.91	6.14112636188441e-05	C	PUM1	h1806
G6PD	2.62520996407635e-09	0.199711417047543	0.618	0.634	6.56512507816213e-05	C	G6PD	h1806
DNMBP	2.98137006405666e-09	0.171085858169812	0.708	0.721	7.45581025619289e-05	C	DNMBP	h1806
SLC1A5	3.87454003722999e-09	0.241485387328407	0.588	0.602	9.68944972510475e-05	C	SLC1A5	h1806
HECTD1	4.44591886737367e-09	0.118936554220918	0.827	0.853	0.000111183539035281	C	HECTD1	h1806
CWC22	4.64678857206928e-09	0.116427420512326	0.824	0.842	0.000116206888610308	C	CWC22	h1806
ANKRD36	5.0176681052423e-09	0.177411164859433	0.671	0.68	0.000125481843975899	C	ANKRD36	h1806
UBAP2	5.0232302165108e-09	0.13971370353829	0.778	0.799	0.000125620941254502	C	UBAP2	h1806
SCRN1	5.08567834444366e-09	0.195525367451664	0.65	0.674	0.000127182644037847	C	SCRN1	h1806
SGMS11	5.3718473032875e-09	0.161565092061909	0.691	0.706	0.000134339157360614	C	SGMS1	h1806
CNN2	6.29610983134528e-09	0.192484119745991	0.605	0.625	0.000157453114662283	C	CNN2	h1806
EFR3A	6.74277701874295e-09	0.152887825390298	0.764	0.792	0.000168623367684724	C	EFR3A	h1806
CAT1	8.30502786045897e-09	0.142765356656398	0.775	0.79	0.000207692136734358	C	CAT	h1806
CALM1	9.72905712659859e-09	0.152466556081685	0.756	0.777	0.000243304260621978	C	CALM1	h1806
KYNU1	9.79881706349154e-09	0.19839134440333	0.701	0.711	0.000245048817123797	C	KYNU	h1806
SP1001	1.05017475629197e-08	0.200347943651285	0.589	0.605	0.000262627703053495	C	SP100	h1806
MIOS	1.16345784837725e-08	0.186782261150034	0.634	0.65	0.000290957538722183	C	MIOS	h1806
GFPT1	1.21706379464781e-08	0.144926374809079	0.787	0.809	0.000304363313765523	C	GFPT1	h1806
BMS1	1.41813561804062e-08	0.130727495960624	0.799	0.825	0.000354647355359598	C	BMS1	h1806
NECTIN11	1.46490214085468e-08	0.129148688240172	0.768	0.786	0.000366342727384937	C	NECTIN1	h1806
SORL1	1.5791998728299e-08	0.232363438693898	0.652	0.677	0.000394926304197302	C	SORL1	h1806
VPS37B	1.72501041247404e-08	0.168505963126958	0.7	0.729	0.000431390603951508	C	VPS37B	h1806
ATP2B41	1.92803919748409e-08	0.110312171370448	0.711	0.711	0.000482164042506821	C	ATP2B4	h1806
RAB6A	2.07039524311618e-08	0.142024996017148	0.746	0.776	0.000517764442398496	C	RAB6A	h1806
MARK3	2.10309563104222e-08	0.129585454382982	0.786	0.813	0.000525942155411038	C	MARK3	h1806
USP32	2.2788611364959e-08	0.191086238773457	0.659	0.679	0.000569897593014893	C	USP32	h1806
USP22	2.53736626832726e-08	0.161095581574082	0.701	0.726	0.000634544556383281	C	USP22	h1806
AFF4	3.17685074178312e-08	0.150043640614517	0.747	0.782	0.000794466833505122	C	AFF4	h1806
ARPC51	3.5404893026234e-08	0.167829953435232	0.668	0.687	0.00088540556480006	C	ARPC5	h1806
ACTN1	4.79649848127084e-08	0.152106634523286	0.77	0.803	0.00119950834019621	C	ACTN1	h1806
SZRD1	5.78192862141468e-08	0.192712448640223	0.636	0.661	0.00144594470964338	C	SZRD1	h1806
NHLRC2	6.44221176907223e-08	0.149942211447145	0.698	0.722	0.00161106831920958	C	NHLRC2	h1806
PRKAR1B1	1.19674913848442e-07	0.200883897629968	0.638	0.652	0.00299283024552184	C	PRKAR1B	h1806
PKP2	1.61212495872092e-07	0.157012346010204	0.697	0.709	0.00403160209676926	C	PKP2	h1806
VPS13D1	2.15826053816278e-07	0.120305198340246	0.815	0.843	0.00539737795383747	C	VPS13D	h1806
POMP	2.18247119823383e-07	0.170694040782443	0.645	0.664	0.00545792397254316	C	POMP	h1806
SEL1L31	2.20706120476367e-07	0.223335980354339	0.606	0.62	0.00551941866087298	C	SEL1L3	h1806
MCTP2	2.66507353517955e-07	0.141325463490919	0.78	0.799	0.00666481589677703	C	MCTP2	h1806
CDK81	2.71282850786143e-07	0.121114374030351	0.75	0.774	0.00678424153245986	C	CDK8	h1806
MAPRE1	2.89071426239498e-07	0.111737532003692	0.829	0.851	0.00722909822739737	C	MAPRE1	h1806
